yolculuk_tarihi,tatil_gunu_mu,Pazartesi,Salı,Çarşamba,Perşembe,Cuma,Cumartesi,Pazar,saat_sin,saat_cos,yolcu_sayisi,yolcu_sayisi_scaled
2021-06-04,0,0,0,0,0,1,0,0,-0.2588190451025215,0.9659258262890682,1852,0.0425997100181814
2021-06-05,0,0,0,0,0,0,1,0,0.0,1.0,49,0.0011046926422867138
2021-06-05,0,0,0,0,0,0,1,0,0.9659258262890684,0.2588190451025208,775,0.01781316885687326
2021-06-05,0,0,0,0,0,0,1,0,1.0,6.123233995736766e-17,4804,0.1105383075188143
2021-06-05,0,0,0,0,0,0,1,0,0.9659258262890684,-0.2588190451025207,12366,0.284573427539067
2021-06-05,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999997,14126,0.32507882442291314
2021-06-05,0,0,0,0,0,0,1,0,0.7071067811865477,-0.7071067811865475,11215,0.2580838185542335
2021-06-05,0,0,0,0,0,0,1,0,0.4999999999999999,-0.8660254037844386,10891,0.2506271432187982
2021-06-05,0,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890684,12538,0.28853190950726104
2021-06-05,0,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,15601,0.35902510874318194
2021-06-05,0,0,0,0,0,0,1,0,-0.2588190451025208,-0.9659258262890684,20829,0.4793445490322432
2021-06-05,0,0,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844387,24040,0.5532438839152148
2021-06-05,0,0,0,0,0,0,1,0,-0.7071067811865471,-0.707106781186548,23776,0.5471680743826379
2021-06-05,0,0,0,0,0,0,1,0,-0.8660254037844383,-0.5000000000000003,23012,0.5295850498262411
2021-06-05,0,0,0,0,0,0,1,0,-0.9659258262890684,-0.2588190451025207,22560,0.5191825274447078
2021-06-05,0,0,0,0,0,0,1,0,-1.0,-1.8369701987210292e-16,21825,0.5022669213596925
2021-06-05,0,0,0,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,19522,0.4492646889599779
2021-06-05,0,0,0,0,0,0,1,0,-0.8660254037844385,0.5,17294,0.3979885388138363
2021-06-05,0,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,15535,0.35750615636003774
2021-06-05,0,0,0,0,0,0,1,0,-0.5000000000000003,0.8660254037844383,7302,0.1680283537778187
2021-06-05,0,0,0,0,0,0,1,0,-0.2588190451025215,0.9659258262890682,2418,0.05562587742514557
2021-06-06,0,0,0,0,0,0,0,1,0.0,1.0,71,0.001611010103334791
2021-06-06,0,0,0,0,0,0,0,1,0.9659258262890684,0.2588190451025208,337,0.007732848496006996
2021-06-06,0,0,0,0,0,0,0,1,1.0,6.123233995736766e-17,1959,0.04506225403327887
2021-06-06,0,0,0,0,0,0,0,1,0.9659258262890684,-0.2588190451025207,3241,0.07456675335435319
2021-06-06,0,0,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999997,2989,0.06876711698234793
2021-06-06,0,0,0,0,0,0,0,1,0.7071067811865477,-0.7071067811865475,2381,0.054774343513382895
2021-06-06,0,0,0,0,0,0,0,1,0.4999999999999999,-0.8660254037844386,1943,0.04469402315251663
2021-06-06,0,0,0,0,0,0,0,1,0.258819045102521,-0.9659258262890684,1992,0.04582173022485098
2021-06-06,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,2618,0.060228763434673545
2021-06-06,0,0,0,0,0,0,0,1,-0.2588190451025208,-0.9659258262890684,3657,0.08414075625417136
2021-06-06,0,0,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844387,3664,0.08430185726450484
2021-06-06,0,0,0,0,0,0,0,1,-0.7071067811865471,-0.707106781186548,3642,0.08379553980345678
2021-06-06,0,0,0,0,0,0,0,1,-0.8660254037844383,-0.5000000000000003,3600,0.08282893374145589
2021-06-06,0,0,0,0,0,0,0,1,-0.9659258262890684,-0.2588190451025207,4078,0.09382983130422776
2021-06-06,0,0,0,0,0,0,0,1,-1.0,-1.8369701987210292e-16,4186,0.09631538974937286
2021-06-06,0,0,0,0,0,0,0,1,-0.9659258262890684,0.2588190451025203,3714,0.08545257876688685
2021-06-06,0,0,0,0,0,0,0,1,-0.8660254037844385,0.5,2936,0.06754735218982302
2021-06-06,0,0,0,0,0,0,0,1,-0.7071067811865477,0.7071067811865474,2372,0.05456721364295414
2021-06-06,0,0,0,0,0,0,0,1,-0.5000000000000003,0.8660254037844383,1594,0.036661987065890314
2021-06-06,0,0,0,0,0,0,0,1,-0.2588190451025215,0.9659258262890682,1116,0.025661089503118458
2021-06-07,0,1,0,0,0,0,0,0,0.0,1.0,55,0.001242779222572553
2021-06-07,0,1,0,0,0,0,0,0,0.9659258262890684,0.2588190451025208,1074,0.024694483441117583
2021-06-07,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,7781,0.17905226577063818
2021-06-07,0,1,0,0,0,0,0,0,0.9659258262890684,-0.2588190451025207,21604,0.4971807323191641
2021-06-07,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999997,23383,0.5381234033739155
2021-06-07,0,1,0,0,0,0,0,0,0.7071067811865477,-0.7071067811865475,16184,0.372442521460956
2021-06-07,0,1,0,0,0,0,0,0,0.4999999999999999,-0.8660254037844386,12753,0.2934800119675036
2021-06-07,0,1,0,0,0,0,0,0,0.258819045102521,-0.9659258262890684,13324,0.306621251524706
2021-06-07,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,14352,0.3302800856136798
2021-06-07,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890684,15015,0.345538652735265
2021-06-07,0,1,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844387,16837,0.38747094428206486
2021-06-07,0,1,0,0,0,0,0,0,-0.7071067811865471,-0.707106781186548,16542,0.38068168741801106
2021-06-07,0,1,0,0,0,0,0,0,-0.8660254037844383,-0.5000000000000003,18002,0.4142827552875653
2021-06-07,0,1,0,0,0,0,0,0,-0.9659258262890684,-0.2588190451025207,20835,0.4794826356125291
2021-06-07,0,1,0,0,0,0,0,0,-1.0,-1.8369701987210292e-16,26050,0.599502888310971
2021-06-07,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,23745,0.5464546270511611
2021-06-07,0,1,0,0,0,0,0,0,-0.8660254037844385,0.5,14492,0.33350210582034934
2021-06-07,0,1,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,10727,0.24685277669098524
2021-06-07,0,1,0,0,0,0,0,0,-0.5000000000000003,0.8660254037844383,4305,0.099054106925042
2021-06-07,0,1,0,0,0,0,0,0,-0.2588190451025215,0.9659258262890682,1670,0.038411083749510945
2021-06-08,0,0,1,0,0,0,0,0,0.0,1.0,66,0.0014959379530965916
2021-06-08,0,0,1,0,0,0,0,0,0.9659258262890684,0.2588190451025208,898,0.020643943752732964
2021-06-08,0,0,1,0,0,0,0,0,1.0,6.123233995736766e-17,6785,0.15612989344318887
2021-06-08,0,0,1,0,0,0,0,0,0.9659258262890684,-0.2588190451025207,19827,0.45628409012450805
2021-06-08,0,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999997,21698,0.4993440887436423
2021-06-08,0,0,1,0,0,0,0,0,0.7071067811865477,-0.7071067811865475,14535,0.3344917263123979
2021-06-08,0,0,1,0,0,0,0,0,0.4999999999999999,-0.8660254037844386,11103,0.2555062023888978
2021-06-08,0,0,1,0,0,0,0,0,0.258819045102521,-0.9659258262890684,11937,0.2747002370486295
2021-06-08,0,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,13065,0.3006605141423673
2021-06-08,0,0,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890684,13675,0.31469931647142757
2021-06-08,0,0,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844387,15345,0.35313341465098613
2021-06-08,0,0,1,0,0,0,0,0,-0.7071067811865471,-0.707106781186548,15732,0.3620399990794228
2021-06-08,0,0,1,0,0,0,0,0,-0.8660254037844383,-0.5000000000000003,17397,0.40035902510874316
2021-06-08,0,0,1,0,0,0,0,0,-0.9659258262890684,-0.2588190451025207,19920,0.4584244321189386
2021-06-08,0,0,1,0,0,0,0,0,-1.0,-1.8369701987210292e-16,25286,0.5819198637545742
2021-06-08,0,0,1,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,23059,0.5306667280384801
2021-06-08,0,0,1,0,0,0,0,0,-0.8660254037844385,0.5,13985,0.3218337897861959
